time,Open,High,Low,Close,Volume,returns,volatility,price,quote_qty,is_buyer_maker,quote_qty_cal,Short_MA_6,Long_MA_13,MACD_613,Signal_Line_4,MACD_Oscillator613,Short_MA_12,Long_MA_26,MACD_1226,Signal_Line_9,MACD_Oscillator1226,atr,highest_high,lowest_low,%K,%D,upper_band,lower_band
2023-01-01 19:00,16584.3,16615.8,16584.2,16596.1,7406.797,0.000711516,,16602.62865,8676.754998,18011,122972300.1,16572.22104,16557.11577,15.10526357,11.27921956,3.826044006,16558.61692,16545.69662,12.92030154,6.737931975,6.18236956,26.81428571,16615.8,16488,84.58528951,85.61965423,16590.82265,16491.2134
2023-01-01 20:00,16596.1,16618.8,16592,16593.8,4951.995,-0.000138587,0.000823753,16604.57897,7755.192178,15436,82225792.03,16578.38646,16562.35638,16.03007767,13.17956281,2.850514862,16564.02971,16549.25984,14.76986927,8.344319434,6.425549835,27.29285714,16618.8,16488,80.88685015,84.60692117,16601.64493,16488.39644
2023-01-01 21:00,16593.7,16599.7,16584.1,16597.6,3040.626,0.000229001,0.000772886,16592.67851,5988.572184,10807,50452129.68,16583.87604,16567.39118,16.48485864,14.50168114,1.983177499,16569.19437,16552.84059,16.3537771,9.946210968,6.407566136,24.87142857,16618.8,16496.8,82.62295082,82.6983635,16608.12012,16487.4675
2023-01-01 22:00,16597.6,16605.4,16579.1,16594.4,3633.682,-0.000192799,0.000763168,16591.70551,7402.187094,11318,60288981.66,16586.88289,16571.24958,15.63330174,14.95432938,0.678972359,16573.07216,16555.91906,17.15309205,11.38758718,5.765504865,25.11428571,16618.8,16496.8,80,81.16993366,16613.50917,16486.66719
2023-01-01 23:00,16594.4,16617.4,16594.4,16610.3,5040.212,0.000958155,0.000748811,16604.73118,8303.054581,13189,83691365.36,16593.57349,16576.82821,16.74527499,15.67070762,1.074567368,16578.79952,16559.94728,18.85223519,12.88051679,5.971718404,23.95,16618.8,16524.6,90.97664544,84.53319875,16620.81725,16487.27402
2023-01-02 0:00,16610.4,16618.4,16572.9,16578,5774.202,-0.001944577,0.000873113,16592.87011,7729.667724,18099,95810583.8,16589.12392,16576.99561,12.12830862,14.25374802,-2.125439404,16578.67651,16561.28452,17.39199423,13.78281227,3.609181954,26.08571429,16618.8,16524.6,56.68789809,75.88818117,16624.46833,16491.08131
2023-01-02 1:00,16578,16579.3,16541.2,16556.5,9532.229,-0.0012969,0.000929827,16557.06206,9677.710324,22568,157825707.1,16579.8028,16574.06767,5.735132935,10.84630199,-5.111169052,16575.26474,16560.93011,14.33463172,13.89317616,0.441455555,27.75714286,16618.8,16524.6,33.8641189,60.50955414,16623.55115,16496.12397
2023-01-02 2:00,16556.5,16587.1,16547.5,16580.4,3292.203,0.001443542,0.000972647,16570.32206,8052.177876,8044,54552863.98,16579.97343,16574.97229,5.001142397,8.50823815,-3.507095754,16576.05478,16562.37232,13.68245731,13.85103239,-0.168575083,28.94285714,16618.8,16524.6,59.23566879,49.92922859,16624.44793,16498.53656
2023-01-02 3:00,16580.4,16700.7,16575,16654.6,18043.112,0.004475163,0.001340591,16646.4603,10670.91016,28869,300353947.6,16601.29531,16586.34767,14.94763217,11.08399576,3.863636414,16588.13866,16569.204,18.93465733,14.86775738,4.066899953,35.82857143,16700.7,16524.6,73.82169222,55.6404933,16637.25342,16499.24256
2023-01-02 4:00,16654.7,16665,16621.8,16631.8,8205.467,-0.001368991,0.00136687,16640.01862,8024.198958,24069,136539123.6,16610.01093,16592.84086,17.1700695,13.51842526,3.651644244,16594.85579,16573.84074,21.01504587,16.09721508,4.917830794,37.72857143,16700.7,16524.6,60.87450312,64.64395471,16645.3444,16504.00359
2023-01-02 5:00,16631.8,16653.8,16612.8,16640,6882.642,0.000493031,0.001330531,16631.4261,8702.896196,16318,114468151.8,16618.57924,16599.57788,19.00135482,15.71159708,3.289757739,16601.80105,16578.74143,23.05962327,17.48969672,5.569926549,38.62142857,16700.7,16541.2,61.94357367,65.54658967,16649.59075,16511.42793
2023-01-02 6:00,16640.1,16654.8,16627.8,16632.4,4079.99,-0.000456731,0.001339814,16639.91882,7049.191065,12137,67890702.4,16622.52803,16604.26676,18.26127013,16.7314663,1.529803828,16606.50858,16582.71614,23.7924446,18.75024629,5.04219831,38.66428571,16700.7,16541.2,57.17868339,59.99892006,16656.15142,16515.41298
2023-01-02 7:00,16632.5,16767.8,16630.8,16712.5,34167.373,0.004815901,0.001682344,16717.84008,10787.17244,66772,571204677.6,16648.23431,16619.72865,28.50565623,21.44114227,7.064513957,16622.81496,16592.32976,30.485197,21.09723643,9.387960562,46.02857143,16767.8,16541.2,75.59576346,64.90600684,16683.48095,16505.58958
2023-01-02 8:00,16712.6,16764,16701,16724.5,15067.451,0.000718025,0.001682058,16732.59528,12833.30894,34020,252117559.4,16670.0245,16634.69598,35.32851889,26.99609292,8.332425973,16638.45881,16602.12015,36.33866173,24.14552149,12.19314023,48.81428571,16767.8,16541.2,80.89143866,71.22196183,16709.44278,16497.59365
2023-01-02 9:00,16724.6,16735.9,16705.1,16710,7428.434,-0.000866992,0.001682969,16718.61338,7866.25423,21372,124193116.1,16681.44607,16645.4537,35.99237281,30.59460488,5.397767937,16649.46515,16610.11125,39.35389863,27.18719692,12.16670171,48.75714286,16767.8,16541.2,74.49249779,76.9932333,16725.88901,16498.76695
2023-01-02 10:00,16710,16759.8,16703.2,16720.2,8279.414,0.000610413,0.001668887,16726.40983,9696.635904,20039,138484871.7,16692.51862,16656.13174,36.38688041,32.91151509,3.475365317,16660.34743,16618.26597,42.08146146,30.16604983,11.91541163,50.88571429,16767.8,16541.2,78.99382171,78.12591939,16740.93778,16502.0796
