time,Open,High,Low,Close,Volume,returns,volatility,price,quote_qty,is_buyer_maker,quote_qty_cal
2023-01-02 4:00,16654.7,16665,16621.8,16631.8,8205.467,-0.001368991,0.00136687,16640.01862,8024.198958,24069,136539123.6
2023-01-02 5:00,16631.8,16653.8,16612.8,16640,6882.642,0.000493031,0.001330531,16631.4261,8702.896196,16318,114468151.8
2023-01-02 6:00,16640.1,16654.8,16627.8,16632.4,4079.99,-0.000456731,0.001339814,16639.91882,7049.191065,12137,67890702.4
2023-01-02 7:00,16632.5,16767.8,16630.8,16712.5,34167.373,0.004815901,0.001682344,16717.84008,10787.17244,66772,571204677.6
2023-01-02 8:00,16712.6,16764,16701,16724.5,15067.451,0.000718025,0.001682058,16732.59528,12833.30894,34020,252117559.4
2023-01-02 9:00,16724.6,16735.9,16705.1,16710,7428.434,-0.000866992,0.001682969,16718.61338,7866.25423,21372,124193116.1
2023-01-02 10:00,16710,16759.8,16703.2,16720.2,8279.414,0.000610413,0.001668887,16726.40983,9696.635904,20039,138484871.7
2023-01-02 11:00,16720.1,16734,16696,16728.5,6775.332,0.000496406,0.001661972,16715.54121,9247.442273,18366,113253341.2
2023-01-02 12:00,16728.4,16736.1,16713,16713.2,4678.572,-0.000914607,0.001691763,16724.91334,6714.650155,13867,78248711.26
2023-01-02 13:00,16713.2,16716.5,16674.3,16687.8,10046.081,-0.001519757,0.001742896,16698.02184,8223.031186,23810,167749679.9
2023-01-02 14:00,16687.7,16702.5,16665,16694.8,8935.589,0.000419468,0.001741288,16687.92398,9260.531288,19370,149116429.9
2023-01-02 15:00,16694.7,16744.8,16688.4,16729.2,12200.994,0.002060522,0.001782343,16718.4193,11147.0733,24168,203981333.5
2023-01-02 16:00,16729.2,16732.9,16704,16704.1,6548.028,-0.001500371,0.00182943,16721.8921,11914.2629,17905,109495417.7
2023-01-02 17:00,16704.1,16716.5,16702.6,16710.1,4115.314,0.000359193,0.001829273,16707.73157,10236.44706,10991,68757561.66
2023-01-02 18:00,16710,16725.8,16703.9,16718.3,3188.873,0.000490721,0.001825187,16711.29687,7418.127257,9063,53290203.37
2023-01-02 19:00,16718.3,16732.1,16711.1,16730.5,2697.782,0.000729739,0.001822048,16719.86446,7622.737813,8322,45106549.38
2023-01-02 20:00,16730.5,16732,16702.7,16722.8,3836.094,-0.000460237,0.001752029,16717.93885,8960.072931,11019,64131584.9
2023-01-02 21:00,16722.7,16799,16715,16751.9,9106.205,0.001740139,0.001725305,16751.00119,9978.333068,14895,152538050.8
2023-01-02 22:00,16751.9,16755.7,16685.1,16694.6,10723.212,-0.003420508,0.001929171,16716.11221,8256.510859,31205,179250415
2023-01-02 23:00,16694.6,16717.4,16650,16666,11556.583,-0.001713129,0.001716415,16689.36113,12002.71014,31728,192871987.1
2023-01-03 0:00,16665.9,16699.7,16639.5,16689.1,8954.36,0.001386055,0.00170829,16673.67912,9151.486165,21878,149302125.4
2023-01-03 1:00,16689,16689.1,16645.5,16670.5,6321.721,-0.0011145,0.001730135,16662.99779,8811.224866,18792,105338823.1
2023-01-03 2:00,16670.4,16680,16665.2,16666.5,2974.963,-0.000239945,0.001727187,16673.20124,7093.306163,9800,49602156.79
2023-01-03 3:00,16666.5,16694,16661.5,16684.5,3801.419,0.001080011,0.001352031,16678.50778,8606.476126,9457,63401996.35
2023-01-03 4:00,16684.4,16691.2,16675.2,16678,2331.004,-0.000389583,0.001340126,16683.24781,6712.101282,9008,38888717.37
2023-01-03 5:00,16677.9,16721.9,16677.7,16720,5682.914,0.002518288,0.001452342,16700.13666,8428.79539,12654,94905440.42
2023-01-03 6:00,16720,16774,16717.7,16719.8,14948.156,-1.20E-05,0.001445925,16740.17089,12071.54435,30775,250234685.9
2023-01-03 7:00,16719.8,16726.4,16700.6,16723.1,6435.281,0.000197371,0.00144206,16714.54063,15376.42943,14763,107562765.7
2023-01-03 8:00,16723.1,16728.9,16691.7,16710,6822.343,-0.000783348,0.001438044,16707.57577,9357.152323,18591,113984812.6
2023-01-03 9:00,16710.1,16750.5,16710,16732.9,6532.91,0.001370437,0.001423338,16731.03605,8269.226964,14717,109302352.7
2023-01-03 10:00,16732.9,16740.9,16716,16718.3,4774.934,-0.000872533,0.001439024,16729.8275,8257.004916,13767,79883822.13
2023-01-03 11:00,16718.2,16729.8,16703,16714.2,3878.215,-0.00024524,0.001361548,16718.39524,7369.426289,11996,64837531.21
2023-01-03 12:00,16714.2,16721.2,16695.7,16703.7,6066.134,-0.000628208,0.001325949,16709.36181,9537.682065,17239,101361227.8
2023-01-03 13:00,16703.8,16732.2,16703.7,16718.1,5633.08,0.000862084,0.001337841,16717.91573,8057.208216,14332,94173356.72
2023-01-03 14:00,16718.2,16764.9,16633,16653.1,33040.987,-0.003888002,0.001591766,16710.37397,15082.32028,66439,552127249.1
2023-01-03 15:00,16653.1,16674.9,16610,16670.8,29071.069,0.001062865,0.001603641,16644.44262,10830.20589,59946,483871739.9
2023-01-03 16:00,16670.9,16680.1,16606,16617.3,14840.489,-0.003209204,0.001741069,16642.92174,10786.4614,36818,246989097
2023-01-03 17:00,16617.3,16637,16600.3,16626,9304.479,0.000523551,0.001685867,16619.887,8287.498936,22828,154639389.6
2023-01-03 18:00,16626.1,16645.8,16621.2,16637.7,5468.815,0.000703717,0.001539741,16634.12495,7554.194309,14377,90968952.02
2023-01-03 19:00,16637.6,16652,16615.1,16637.7,5505.693,0,0.001496393,16633.13478,7962.206241,14445,91576933.72
2023-01-03 20:00,16637.6,16665.8,16636,16656.1,6661.503,0.001105922,0.001483162,16651.74174,8211.627174,17281,110925627.6
2023-01-03 21:00,16656,16665.7,16652.4,16658.8,3880.582,0.000162103,0.001464462,16659.69327,8141.933192,10801,64649305.83
2023-01-03 22:00,16658.8,16673,16642.9,16670.1,4068.634,0.00067832,0.001472043,16655.69728,8818.510482,11494,67765936.24
2023-01-03 23:00,16670.2,16688.2,16660.2,16667.2,6070.52,-0.000173964,0.001450702,16673.53176,8263.146122,15267,101217008
2023-01-04 0:00,16667.3,16668.4,16645.7,16655.6,4299.783,-0.000695978,0.001456075,16659.49646,8132.55521,13475,71632219.65
2023-01-04 1:00,16655.6,16730,16652.3,16696.1,14283.553,0.002431615,0.001448085,16700.5692,9918.479889,30038,238543465.3
2023-01-04 2:00,16696.1,16749.8,16695.5,16729,10777.263,0.00197052,0.001518448,16724.3613,8564.629854,24043,180242840.3
2023-01-04 3:00,16729.1,16870,16729,16855.9,40719.495,0.00758563,0.00227294,16810.88878,11066.98211,72385,684530901.8
2023-01-04 4:00,16855.9,16904.4,16841,16852.4,20900.843,-0.000207642,0.002260804,16866.78163,13588.38311,49087,352529954.7
2023-01-04 5:00,16852.5,16856.5,16832.3,16848.3,7856.39,-0.000243289,0.002254141,16842.18417,8486.462121,22513,132318767.3
2023-01-04 6:00,16848.3,16872.9,16842.2,16872.9,6521.234,0.001460088,0.002248106,16854.00167,8157.081953,17148,109908888.7
2023-01-04 7:00,16872.8,16885.4,16841.1,16862.5,9605.247,-0.000616373,0.002255776,16859.7307,11373.32752,25200,161941877.8
2023-01-04 8:00,16862.5,16913.6,16826.7,16857.1,18658.974,-0.000320237,0.002249112,16862.24314,9737.744127,40135,314632156.3
2023-01-04 9:00,16857.1,16860.4,16824.5,16838.9,6614.273,-0.001079664,0.00227261,16846.66923,7614.647724,20013,111428469.4
2023-01-04 10:00,16838.9,16840.9,16826.1,16838,4847.863,-5.34E-05,0.002045552,16834.11619,7568.17818,15186,81609489.02
2023-01-04 11:00,16837.9,16847.4,16826.2,16826.8,4561.085,-0.000665162,0.002059385,16838.92154,7339.84126,13873,76803752.46
2023-01-04 12:00,16826.7,16838.7,16800.1,16808,10884.695,-0.001117265,0.001910545,16820.33652,10639.95541,25399,183084232.8
2023-01-04 13:00,16808,16829.8,16804.3,16820.1,5583.459,0.000719895,0.001910785,16818.1079,10913.02241,14305,93903215.93
2023-01-04 14:00,16820.2,16852.1,16789,16821,15888.621,5.35E-05,0.001914138,16817.05273,8913.613788,38537,267199777.1
2023-01-04 15:00,16820.9,16850.4,16759.3,16846.5,28117.369,0.001515962,0.001921225,16803.58627,9724.002368,62643,472472635.8
2023-01-04 16:00,16846.5,16890.8,16824.3,16850.7,18406.97,0.00024931,0.0019195,16857.85895,9789.521408,40393,310302103.9
2023-01-04 17:00,16850.8,16945.6,16841.8,16885.4,20882.503,0.002059262,0.001944337,16894.47344,10481.59035,42817,352798892.3
2023-01-04 18:00,16885.4,16980,16864,16942,23539.176,0.003352008,0.00203423,16929.49518,9632.08764,50516,398506366.6
2023-01-04 19:00,16941.9,16984.6,16777.7,16835.9,46623.188,-0.006262543,0.002573529,16860.31442,10319.12003,100532,786081608.9
2023-01-04 20:00,16835.9,16844.2,16766,16801.2,14545.323,-0.002061072,0.002624702,16808.69352,9683.449844,34201,244487876.4
2023-01-04 21:00,16801.1,16820.4,16789.1,16819.4,5258.686,0.001083256,0.002587872,16807.62786,7858.430755,13171,88386037.31
2023-01-04 22:00,16819.3,16837.2,16808.5,16818.7,3870.981,-4.16E-05,0.002561399,16822.22558,7635.417869,10627,65118515.6
2023-01-04 23:00,16818.7,16860.9,16807.3,16842.1,6500.864,0.001391308,0.00192602,16839.59106,8080.711893,17040,109471891.3
2023-01-05 0:00,16842.2,16869,16817.4,16819.9,8299.923,-0.001318125,0.001947024,16847.23311,10125.87125,22086,139830737.5
2023-01-05 1:00,16819.8,16842.5,16800,16825,5989.228,0.000303212,0.001948663,16822.5175,19260.24081,16288,100753892.8
2023-01-05 2:00,16825,16836.6,16816.9,16827.9,2381.822,0.000172363,0.001916546,16826.03191,5983.449041,8863,40076612.98
2023-01-05 3:00,16827.9,16828.3,16810.3,16819,2848.03,-0.000528884,0.001915482,16819.30506,7121.346535,10868,47901885.39
2023-01-05 4:00,16819,16834.7,16815,16829.1,2549.775,0.000600511,0.001921658,16825.24935,6516.251046,7797,42900600.17
2023-01-05 5:00,16829,16840.7,16829,16836.1,2410.192,0.000415946,0.001909829,16835.07727,6152.765236,8718,40575768.55
2023-01-05 6:00,16836.2,16836.2,16804.4,16810.5,4590.842,-0.001520542,0.001939665,16817.67695,7539.138152,14122,77207297.68
2023-01-05 7:00,16810.4,16816.7,16782.4,16816.1,6986.003,0.000333125,0.001936655,16802.14408,14618.71784,18716,117379828.9
2023-01-05 8:00,16816.1,16822,16786.5,16799.9,4779.411,-0.000963362,0.001932409,16805.5591,7116.941568,15511,80320674.01
2023-01-05 9:00,16799.9,16806,16775.1,16800.6,7577.37,4.17E-05,0.001924634,16791.11681,8241.495111,21121,127232504.8
2023-01-05 10:00,16800.7,16829,16798.2,16816.4,6192.154,0.000940443,0.001937471,16815.2444,8887.12613,15788,104122582.9
2023-01-05 11:00,16816.4,16830,16807.9,16827,4609.052,0.000630337,0.001910648,16818.83436,8454.203771,13286,77518882.14
2023-01-05 12:00,16827,16827,16807.9,16813.6,4285.55,-0.000796339,0.001916148,16817.50754,7456.395078,13400,72072269.45
2023-01-05 13:00,16813.6,16821.1,16770.1,16771.1,14522.537,-0.002527716,0.001917546,16793.82846,9004.250422,35188,243888995.1
2023-01-05 14:00,16771,16829,16740.4,16822.6,26660.991,0.003070759,0.001889894,16785.73694,11818.56887,53078,447524381.5
2023-01-05 15:00,16822.6,16872.8,16817,16836.6,23417.468,0.000832214,0.001293942,16846.94925,9828.998759,47960,394512894.9
2023-01-05 16:00,16836.7,16856.8,16816,16833,8698.276,-0.00021382,0.001201488,16832.36348,9382.938832,21791,146412543.2
2023-01-05 17:00,16833,16839.8,16806.7,16806.8,5674.044,-0.001556466,0.001231846,16820.36849,8488.662144,16313,95439510.93
2023-01-05 18:00,16806.8,16840,16794,16837,7502.341,0.001796892,0.001298271,16820.87047,8673.448413,17679,126195906.2
2023-01-05 19:00,16837,16867.8,16821,16856.4,7314.816,0.001152224,0.001286367,16844.53419,8922.958715,16783,123214668.2
2023-01-05 20:00,16856.3,16863.4,16839.4,16852.8,5329.164,-0.000213569,0.001247982,16851.7895,8296.507868,15578,89805949.95
2023-01-05 21:00,16852.8,16857.8,16827.6,16840,5015.939,-0.000759518,0.001261358,16841.08778,7892.062458,14502,84473869.02
2023-01-05 22:00,16840,16848.6,16825.3,16829.9,2954.103,-0.000599762,0.001269057,16838.55055,7349.613731,10143,49742812.71
2023-01-05 23:00,16829.9,16838.4,16810,16823.8,5780.316,-0.00036245,0.001265902,16823.79213,8192.091049,15415,97246834.85
2023-01-06 0:00,16823.8,16865,16818.9,16852.1,7028.24,0.001682141,0.001314406,16841.56691,10041.15314,13774,118366574.2
2023-01-06 1:00,16852.1,16854.7,16812.3,16818.1,4807.908,-0.002017553,0.001391012,16837.70771,8932.922676,13689,80954149.61
2023-01-06 2:00,16818.1,16831.2,16795.6,16828.8,6370.672,0.000636219,0.001354336,16814.79196,8529.530917,15079,107121524.3
2023-01-06 3:00,16828.8,16834.2,16820,16825.1,2861.271,-0.000219861,0.001354009,16828.07546,7009.539824,8717,48149684.3
2023-01-06 4:00,16825,16828,16796.3,16814.3,6217.468,-0.000641898,0.001343493,16810.50385,10208.97104,15766,104518769.8
2023-01-06 5:00,16814.4,16814.4,16778.3,16801.4,6139.426,-0.000767204,0.001355677,16798.05338,9726.178291,15850,103130405.7
2023-01-06 6:00,16801.3,16807.3,16773,16779.1,5909.454,-0.00132727,0.001367945,16789.97738,9754.282553,16505,99219598.99
2023-01-06 7:00,16779.2,16796.5,16773.4,16785.6,5591.799,0.000387387,0.00136209,16783.73352,9652.265934,12072,93851264.31
2023-01-06 8:00,16785.6,16805.3,16785.6,16792.8,4301.9,0.000428939,0.001357725,16796.33966,7946.027212,9685,72256173.6
2023-01-06 9:00,16792.7,16792.8,16755,16781.2,10013.057,-0.000690772,0.001239019,16772.93294,12423.10942,24022,167948333.6
2023-01-06 10:00,16781.3,16796.8,16755.3,16760.2,6194.064,-0.0012514,0.001042191,16779.20483,9450.442075,14789,103931468.6
2023-01-06 11:00,16760.2,16764.1,16685.2,16731.4,23022.788,-0.001718357,0.001066891,16731.9341,13487.44128,55029,385215771.5
2023-01-06 12:00,16731.5,16742.6,16712,16724.4,9061.594,-0.000418375,0.001066872,16727.44639,8485.98547,21895,151577327.9
2023-01-06 13:00,16724.3,16812.6,16664.8,16766.9,49100.158,0.002541197,0.001202389,16747.04559,12843.8147,92276,822282584.6
2023-01-06 14:00,16766.9,16784,16715,16742.9,19659.166,-0.001431392,0.001147197,16748.38247,21746.3477,39542,329259231.1
2023-01-06 15:00,16743,16843,16743,16834.2,24472.004,0.005453058,0.00169974,16796.47703,10631.81525,43953,411043453
2023-01-06 16:00,16834.1,16846.3,16801.6,16820.6,11461.978,-0.000807879,0.00170766,16819.6764,8710.205868,26001,192786760.9
2023-01-06 17:00,16820.5,16836.8,16805,16814.9,5380.131,-0.00033887,0.001701614,16816.62256,7539.63934,15508,90475632.36
2023-01-06 18:00,16815,16858.6,16814.9,16841.5,11125.211,0.00158193,0.001735672,16841.52918,15254.87964,21967,187365565.6
2023-01-06 19:00,16841.6,16960,16837.7,16932.6,30019.766,0.005409257,0.002106224,16906.19553,14632.70795,52975,507520033.6
2023-01-06 20:00,16932.7,17030,16881,16888.7,41959.935,-0.002592632,0.002176912,16960.62562,11008.93303,87567,711666748.6
2023-01-06 21:00,16888.6,16943.4,16881.8,16922.9,11252.297,0.002025023,0.002156481,16913.54435,9834.034006,23839,190316224.3
2023-01-06 22:00,16923,16958.9,16922.9,16948.8,6267.036,0.001530471,0.002172748,16941.12282,7860.466187,16114,106170626.6
2023-01-06 23:00,16948.8,16974.4,16935,16943.8,8756.306,-0.000295006,0.002173863,16955.63149,8708.077262,21340,148468697.7
2023-01-07 0:00,16943.9,16970,16924.8,16970,6405.583,0.001546288,0.002176176,16944.21301,7809.521574,15023,108537562.8
2023-01-07 1:00,16969.9,16973.6,16935.2,16941.1,4401.729,-0.001703005,0.00221376,16953.889,7286.414057,14177,74626424.89
2023-01-07 2:00,16941.1,16947.4,16927.9,16935,3939.415,-0.000360071,0.002184028,16938.20698,7683.443438,11543,66726626.66
2023-01-07 3:00,16934.9,16948.1,16929.5,16944.4,3297.321,0.000555063,0.002184037,16940.26526,7688.022335,9281,55857492.37
2023-01-07 4:00,16944.3,16945,16928,16930,2526.168,-0.000849838,0.002204027,16936.22054,6886.023901,8399,42783738.36
2023-01-07 5:00,16930,16933.2,16925.2,16926.9,2107.052,-0.000183107,0.002193591,16929.3223,7932.46931,6704,35670962.41
2023-01-07 6:00,16926.8,16930,16915.8,16925.1,3410.9,-0.00010634,0.002161985,16922.46061,7825.773991,9198,57720820.9
2023-01-07 7:00,16925.1,16940.9,16925.1,16939.8,2512.011,0.000868533,0.002099268,16935.21614,9113.81433,5948,42541449.23
2023-01-07 8:00,16939.8,16946.4,16920.6,16922.2,4131.389,-0.001038973,0.002119928,16931.24021,9181.564037,11698,69949539.56
2023-01-07 9:00,16922.1,16927.1,16915.3,16924.1,3136.234,0.000112279,0.002071292,16921.44978,7261.692962,8121,53069626.12
2023-01-07 10:00,16924,16924.1,16905.6,16917.1,2823.815,-0.000413611,0.002034324,16915.46254,6365.954141,10443,47766136.85
2023-01-07 11:00,16917.2,16920,16903,16912.3,3366.819,-0.000283737,0.001674768,16912.48186,6908.679308,9711,56941265.28
2023-01-07 12:00,16912.3,16915.1,16902,16912.6,3263.207,1.77E-05,0.001657857,16909.32212,6536.099996,8910,55178618.31
2023-01-07 13:00,16912.5,16931.7,16906.5,16911.9,4573.774,-4.14E-05,0.001653397,16920.29833,8287.636363,10635,77389620.59
2023-01-07 14:00,16911.9,16943.2,16900.1,16931.7,5990.949,0.001170773,0.001638967,16920.78505,7951.64501,13974,101371560.3
2023-01-07 15:00,16931.8,16944,16928.9,16934.5,2901.621,0.00016537,0.001106088,16934.4213,10455.44616,8837,49137272.48
2023-01-07 16:00,16934.5,16934.5,16910.4,16916.4,3508.278,-0.001068824,0.000960561,16920.55095,6953.247394,11459,59361996.63
2023-01-07 17:00,16916.4,16929.8,16914.1,16923.2,2068.515,0.000401977,0.000849998,16921.2081,6934.992848,5542,35001772.77
2023-01-07 18:00,16923.2,16933.3,16923.2,16932.2,1931.878,0.000531814,0.000782052,16928.77525,7334.888129,5432,32704328.47
2023-01-07 19:00,16932.1,16939.6,16929.6,16937.3,1851.553,0.000301201,0.000783531,16933.85255,6127.273393,6060,31353925.49
2023-01-07 20:00,16937.3,16945.8,16930.1,16939.3,3573.604,0.000118083,0.000693257,16936.87122,8786.787186,9893,60525670.72
2023-01-07 21:00,16939.3,16942,16929.1,16931.5,2621.893,-0.000460468,0.000588956,16935.12977,8516.440904,7978,44402098.19
2023-01-07 22:00,16931.5,16932.4,16922.9,16930.4,1846.527,-6.50E-05,0.000583878,16929.38306,7106.677952,6045,31260562.92
2023-01-07 23:00,16930.4,16940.4,16925.6,16936.5,1782.87,0.000360299,0.000575461,16935.1243,7413.102189,5665,30193125.07
2023-01-08 0:00,16936.5,16949.3,16905,16919.4,6829.26,-0.001009654,0.000588506,16925.53362,8824.879765,17193,115588869.7
2023-01-08 1:00,16919.3,16930,16908.6,16924.8,3755.241,0.00031916,0.000592384,16921.15561,8698.939995,9980,63543017.32
2023-01-08 2:00,16924.9,16927.4,16912.3,16925.4,1786.53,3.55E-05,0.000591969,16921.20649,5865.077753,6547,30230243.02
2023-01-08 3:00,16925.5,16939.5,16923.2,16939,2696.45,0.000803526,0.000587114,16929.44164,7243.236576,6343,45649392.92
2023-01-08 4:00,16938.9,16939.4,16930,16930.8,1584.257,-0.00048409,0.000547303,16934.24897,7002.346904,6512,26828202.47
2023-01-08 5:00,16930.8,16937.2,16929.3,16937.2,1450.567,0.000378009,0.000552718,16934.34179,6261.280532,3873,24564397.37
2023-01-08 6:00,16937.2,16945.9,16927.5,16945.8,2074.113,0.000507758,0.000551418,16935.71177,8141.457588,6540,35126579.94
2023-01-08 7:00,16945.8,16947.5,16938.1,16945.5,2888.958,-1.77E-05,0.000545232,16943.61633,7094.439756,9070,48949395.94
2023-01-08 8:00,16945.5,16949.9,16933,16938.8,2905.593,-0.000395385,0.000556157,16941.76118,6819.356641,10309,49225862.7
2023-01-08 9:00,16938.8,16960,16918.4,16927.4,7503.543,-0.000673011,0.000580659,16939.10652,8807.298068,18247,127103314.1
2023-01-08 10:00,16927.4,16931.6,16927.2,16930.8,1912.733,0.000200858,0.000519002,16929.1035,7246.559647,6134,32380854.93
2023-01-08 11:00,16930.8,16933.2,16917.8,16918.6,3208.082,-0.00072058,0.000541249,16928.37383,9472.527129,9278,54307611.36
2023-01-08 12:00,16918.5,16922.5,16915.3,16915.3,3784.313,-0.000195052,0.000486955,16918.77117,8345.260669,9436,64025925.66
2023-01-08 13:00,16915.4,16929.5,16912.7,16924.1,2907.513,0.000520239,0.000492816,16921.67215,8468.479837,7984,49199981.77
2023-01-08 14:00,16924.1,16948,16924,16945.6,4701.892,0.001270378,0.000557917,16936.67227,10741.19307,9188,79634403.87
2023-01-08 15:00,16945.7,17015.6,16931.7,16991,15661.036,0.002679162,0.000812073,16971.95313,11478.84805,29817,265798369
2023-01-08 16:00,16990.9,17015.1,16910.2,16930.1,20311.479,-0.00358425,0.001166455,16949.43354,9780.190873,51751,344268063.3
2023-01-08 17:00,16930.1,16944.2,16912.2,16919.9,5318.739,-0.000602477,0.001169663,16927.10503,7967.374637,15542,90030853.68
2023-01-08 18:00,16920,16927.7,16912,16922.1,3192.365,0.000130024,0.0011702,16920.88465,7114.295638,9464,54017639.92
2023-01-08 19:00,16922.1,16932.6,16915.7,16920.3,2361.461,-0.00010637,0.001166785,16922.70512,7830.289427,7362,39962308.16
2023-01-08 20:00,16920.3,16974.6,16916.5,16959.4,10144.525,0.002310834,0.001255495,16948.42587,10658.67274,22668,171933729.9
2023-01-08 21:00,16959.5,16983,16940,16949.2,5695.692,-0.000601436,0.001264606,16960.45367,10396.44532,16035,96601520.3
2023-01-08 22:00,16949.2,16969.8,16946.1,16956.8,3861.252,0.000448399,0.001267332,16958.03029,9517.285339,9649,65479228.38
2023-01-08 23:00,16956.8,17181.1,16956.8,17124.7,41181.724,0.009901632,0.002534749,17062.35566,11774.26924,69500,702657221.6
2023-01-09 0:00,17124.6,17192.3,17098.2,17178.9,31702.774,0.003165019,0.002587311,17138.18106,11080.45916,66533,543327881.1
2023-01-09 1:00,17178.9,17238.6,17138.6,17167,18720.147,-0.00069271,0.002606005,17175.08351,13208.52908,43634,321520088
2023-01-09 2:00,17167,17245.1,17154.3,17182.9,26220.759,0.000926196,0.002606252,17202.72885,10186.42632,56617,451068607.3
2023-01-09 3:00,17182.9,17207,17171.9,17188.1,8552.086,0.000302626,0.002602603,17186.38906,10991.9416,20809,146979477.3
2023-01-09 4:00,17188.1,17239.8,17186,17216.1,12566.213,0.001629034,0.002596537,17214.39439,10352.28799,29433,216319746.6
2023-01-09 5:00,17216.1,17248,17193.3,17195,9693.771,-0.001225597,0.002616075,17218.70929,9615.74098,25964,166914224.7
2023-01-09 6:00,17195,17205.7,17171.7,17180.9,7630.862,-0.000820006,0.002637997,17192.83857,9528.759212,20874,131196178.5
2023-01-09 7:00,17180.9,17204.5,17178.3,17189.7,5972.366,0.000512197,0.002616468,17189.63607,11186.25046,14280,102662798
2023-01-09 8:00,17189.8,17230,17180,17182.7,8896.254,-0.000407221,0.002621134,17198.05681,10303.08462,21154,152998281.7
2023-01-09 9:00,17182.7,17268,17181.1,17230.1,19360.962,0.002758589,0.002656655,17229.3348,11478.93855,35356,333576496.4
2023-01-09 10:00,17230,17277.7,17227.5,17255.4,14131.052,0.001468361,0.002658477,17252.85056,10188.31288,34609,243800928.4
2023-01-09 11:00,17255.4,17270.6,17230.3,17232.2,8365.844,-0.001344507,0.002669739,17252.78385,9330.588821,22690,144334098.3
2023-01-09 12:00,17232.2,17246.6,17223,17242.6,7630.195,0.000603521,0.002472265,17236.49413,9582.814387,17560,131517811.3
2023-01-09 13:00,17242.6,17289,17181.9,17218.6,19686.683,-0.001391901,0.002503914,17237.54821,10010.11716,42034,339350147.2
