time,Open,High,Low,Close,Volume,returns,volatility
2023-01-01 0:00,16537.5,16540.9,16504,16527,5381.399,,
2023-01-01 1:00,16527.1,16554.3,16524.1,16550.4,3210.826,0.001415865,
2023-01-01 2:00,16550.5,16557.1,16534.8,16542.4,2399.668,-0.000483372,
2023-01-01 3:00,16542.5,16542.5,16515,16529.3,3214.48,-0.000791904,
2023-01-01 4:00,16529.2,16530.4,16508.8,16517.8,3150.954,-0.000695734,
2023-01-01 5:00,16517.8,16531.1,16508,16525.7,3268.293,0.000478272,
2023-01-01 6:00,16525.6,16545.7,16525.6,16535.3,2726.582,0.000580913,
2023-01-01 7:00,16535.3,16537.5,16488,16519.6,8852.672,-0.000949484,
2023-01-01 8:00,16519.5,16524.9,16502,16504.2,3289.761,-0.000932226,
2023-01-01 9:00,16504.3,16536.1,16496.8,16532.7,3948.702,0.001726833,
2023-01-01 10:00,16532.7,16542.9,16527.3,16542.8,4110.425,0.00061091,
2023-01-01 11:00,16542.9,16549.8,16535.1,16549.8,3768.388,0.000423145,
2023-01-01 12:00,16549.8,16565.9,16542.9,16553.9,5482.001,0.000247737,
2023-01-01 13:00,16553.8,16559.8,16530.5,16539.9,4505.256,-0.000845722,
2023-01-01 14:00,16539.9,16549.7,16533.1,16533.1,2448.444,-0.000411127,
2023-01-01 15:00,16533.2,16553.1,16524.6,16553.1,3107.183,0.001209694,
2023-01-01 16:00,16553,16579,16552.6,16556,7482.092,0.000175194,
2023-01-01 17:00,16556.1,16589.4,16555.5,16573.1,6126.892,0.001032858,
2023-01-01 18:00,16573.1,16597,16573,16584.3,4955.635,0.000675794,
2023-01-01 19:00,16584.3,16615.8,16584.2,16596.1,7406.797,0.000711516,
2023-01-01 20:00,16596.1,16618.8,16592,16593.8,4951.995,-0.000138587,0.000823753
2023-01-01 21:00,16593.7,16599.7,16584.1,16597.6,3040.626,0.000229001,0.000772886
2023-01-01 22:00,16597.6,16605.4,16579.1,16594.4,3633.682,-0.000192799,0.000763168
2023-01-01 23:00,16594.4,16617.4,16594.4,16610.3,5040.212,0.000958155,0.000748811
2023-01-02 0:00,16610.4,16618.4,16572.9,16578,5774.202,-0.001944577,0.000873113
2023-01-02 1:00,16578,16579.3,16541.2,16556.5,9532.229,-0.0012969,0.000929827
2023-01-02 2:00,16556.5,16587.1,16547.5,16580.4,3292.203,0.001443542,0.000972647
2023-01-02 3:00,16580.4,16700.7,16575,16654.6,18043.112,0.004475163,0.001340591
2023-01-02 4:00,16654.7,16665,16621.8,16631.8,8205.467,-0.001368991,0.00136687
2023-01-02 5:00,16631.8,16653.8,16612.8,16640,6882.642,0.000493031,0.001330531
2023-01-02 6:00,16640.1,16654.8,16627.8,16632.4,4079.99,-0.000456731,0.001339814
2023-01-02 7:00,16632.5,16767.8,16630.8,16712.5,34167.373,0.004815901,0.001682344
2023-01-02 8:00,16712.6,16764,16701,16724.5,15067.451,0.000718025,0.001682058
2023-01-02 9:00,16724.6,16735.9,16705.1,16710,7428.434,-0.000866992,0.001682969
2023-01-02 10:00,16710,16759.8,16703.2,16720.2,8279.414,0.000610413,0.001668887
2023-01-02 11:00,16720.1,16734,16696,16728.5,6775.332,0.000496406,0.001661972
2023-01-02 12:00,16728.4,16736.1,16713,16713.2,4678.572,-0.000914607,0.001691763
2023-01-02 13:00,16713.2,16716.5,16674.3,16687.8,10046.081,-0.001519757,0.001742896
2023-01-02 14:00,16687.7,16702.5,16665,16694.8,8935.589,0.000419468,0.001741288
2023-01-02 15:00,16694.7,16744.8,16688.4,16729.2,12200.994,0.002060522,0.001782343
2023-01-02 16:00,16729.2,16732.9,16704,16704.1,6548.028,-0.001500371,0.00182943
2023-01-02 17:00,16704.1,16716.5,16702.6,16710.1,4115.314,0.000359193,0.001829273
2023-01-02 18:00,16710,16725.8,16703.9,16718.3,3188.873,0.000490721,0.001825187
2023-01-02 19:00,16718.3,16732.1,16711.1,16730.5,2697.782,0.000729739,0.001822048
2023-01-02 20:00,16730.5,16732,16702.7,16722.8,3836.094,-0.000460237,0.001752029
2023-01-02 21:00,16722.7,16799,16715,16751.9,9106.205,0.001740139,0.001725305
2023-01-02 22:00,16751.9,16755.7,16685.1,16694.6,10723.212,-0.003420508,0.001929171
2023-01-02 23:00,16694.6,16717.4,16650,16666,11556.583,-0.001713129,0.001716415
2023-01-03 0:00,16665.9,16699.7,16639.5,16689.1,8954.36,0.001386055,0.00170829
2023-01-03 1:00,16689,16689.1,16645.5,16670.5,6321.721,-0.0011145,0.001730135
2023-01-03 2:00,16670.4,16680,16665.2,16666.5,2974.963,-0.000239945,0.001727187
2023-01-03 3:00,16666.5,16694,16661.5,16684.5,3801.419,0.001080011,0.001352031
2023-01-03 4:00,16684.4,16691.2,16675.2,16678,2331.004,-0.000389583,0.001340126
2023-01-03 5:00,16677.9,16721.9,16677.7,16720,5682.914,0.002518288,0.001452342
2023-01-03 6:00,16720,16774,16717.7,16719.8,14948.156,-1.20E-05,0.001445925
2023-01-03 7:00,16719.8,16726.4,16700.6,16723.1,6435.281,0.000197371,0.00144206
2023-01-03 8:00,16723.1,16728.9,16691.7,16710,6822.343,-0.000783348,0.001438044
2023-01-03 9:00,16710.1,16750.5,16710,16732.9,6532.91,0.001370437,0.001423338
2023-01-03 10:00,16732.9,16740.9,16716,16718.3,4774.934,-0.000872533,0.001439024
2023-01-03 11:00,16718.2,16729.8,16703,16714.2,3878.215,-0.00024524,0.001361548
2023-01-03 12:00,16714.2,16721.2,16695.7,16703.7,6066.134,-0.000628208,0.001325949
2023-01-03 13:00,16703.8,16732.2,16703.7,16718.1,5633.08,0.000862084,0.001337841
2023-01-03 14:00,16718.2,16764.9,16633,16653.1,33040.987,-0.003888002,0.001591766
2023-01-03 15:00,16653.1,16674.9,16610,16670.8,29071.069,0.001062865,0.001603641
2023-01-03 16:00,16670.9,16680.1,16606,16617.3,14840.489,-0.003209204,0.001741069
2023-01-03 17:00,16617.3,16637,16600.3,16626,9304.479,0.000523551,0.001685867
2023-01-03 18:00,16626.1,16645.8,16621.2,16637.7,5468.815,0.000703717,0.001539741
2023-01-03 19:00,16637.6,16652,16615.1,16637.7,5505.693,0,0.001496393
2023-01-03 20:00,16637.6,16665.8,16636,16656.1,6661.503,0.001105922,0.001483162
2023-01-03 21:00,16656,16665.7,16652.4,16658.8,3880.582,0.000162103,0.001464462
2023-01-03 22:00,16658.8,16673,16642.9,16670.1,4068.634,0.00067832,0.001472043
2023-01-03 23:00,16670.2,16688.2,16660.2,16667.2,6070.52,-0.000173964,0.001450702
2023-01-04 0:00,16667.3,16668.4,16645.7,16655.6,4299.783,-0.000695978,0.001456075
2023-01-04 1:00,16655.6,16730,16652.3,16696.1,14283.553,0.002431615,0.001448085
2023-01-04 2:00,16696.1,16749.8,16695.5,16729,10777.263,0.00197052,0.001518448
2023-01-04 3:00,16729.1,16870,16729,16855.9,40719.495,0.00758563,0.00227294
2023-01-04 4:00,16855.9,16904.4,16841,16852.4,20900.843,-0.000207642,0.002260804
2023-01-04 5:00,16852.5,16856.5,16832.3,16848.3,7856.39,-0.000243289,0.002254141
2023-01-04 6:00,16848.3,16872.9,16842.2,16872.9,6521.234,0.001460088,0.002248106
2023-01-04 7:00,16872.8,16885.4,16841.1,16862.5,9605.247,-0.000616373,0.002255776
2023-01-04 8:00,16862.5,16913.6,16826.7,16857.1,18658.974,-0.000320237,0.002249112
2023-01-04 9:00,16857.1,16860.4,16824.5,16838.9,6614.273,-0.001079664,0.00227261
2023-01-04 10:00,16838.9,16840.9,16826.1,16838,4847.863,-5.34E-05,0.002045552
2023-01-04 11:00,16837.9,16847.4,16826.2,16826.8,4561.085,-0.000665162,0.002059385
2023-01-04 12:00,16826.7,16838.7,16800.1,16808,10884.695,-0.001117265,0.001910545
2023-01-04 13:00,16808,16829.8,16804.3,16820.1,5583.459,0.000719895,0.001910785
2023-01-04 14:00,16820.2,16852.1,16789,16821,15888.621,5.35E-05,0.001914138
2023-01-04 15:00,16820.9,16850.4,16759.3,16846.5,28117.369,0.001515962,0.001921225
2023-01-04 16:00,16846.5,16890.8,16824.3,16850.7,18406.97,0.00024931,0.0019195
2023-01-04 17:00,16850.8,16945.6,16841.8,16885.4,20882.503,0.002059262,0.001944337
2023-01-04 18:00,16885.4,16980,16864,16942,23539.176,0.003352008,0.00203423
2023-01-04 19:00,16941.9,16984.6,16777.7,16835.9,46623.188,-0.006262543,0.002573529
2023-01-04 20:00,16835.9,16844.2,16766,16801.2,14545.323,-0.002061072,0.002624702
2023-01-04 21:00,16801.1,16820.4,16789.1,16819.4,5258.686,0.001083256,0.002587872
2023-01-04 22:00,16819.3,16837.2,16808.5,16818.7,3870.981,-4.16E-05,0.002561399
2023-01-04 23:00,16818.7,16860.9,16807.3,16842.1,6500.864,0.001391308,0.00192602
2023-01-05 0:00,16842.2,16869,16817.4,16819.9,8299.923,-0.001318125,0.001947024
2023-01-05 1:00,16819.8,16842.5,16800,16825,5989.228,0.000303212,0.001948663
2023-01-05 2:00,16825,16836.6,16816.9,16827.9,2381.822,0.000172363,0.001916546
2023-01-05 3:00,16827.9,16828.3,16810.3,16819,2848.03,-0.000528884,0.001915482
2023-01-05 4:00,16819,16834.7,16815,16829.1,2549.775,0.000600511,0.001921658
2023-01-05 5:00,16829,16840.7,16829,16836.1,2410.192,0.000415946,0.001909829
2023-01-05 6:00,16836.2,16836.2,16804.4,16810.5,4590.842,-0.001520542,0.001939665
2023-01-05 7:00,16810.4,16816.7,16782.4,16816.1,6986.003,0.000333125,0.001936655
2023-01-05 8:00,16816.1,16822,16786.5,16799.9,4779.411,-0.000963362,0.001932409
2023-01-05 9:00,16799.9,16806,16775.1,16800.6,7577.37,4.17E-05,0.001924634
2023-01-05 10:00,16800.7,16829,16798.2,16816.4,6192.154,0.000940443,0.001937471
2023-01-05 11:00,16816.4,16830,16807.9,16827,4609.052,0.000630337,0.001910648
2023-01-05 12:00,16827,16827,16807.9,16813.6,4285.55,-0.000796339,0.001916148
2023-01-05 13:00,16813.6,16821.1,16770.1,16771.1,14522.537,-0.002527716,0.001917546
2023-01-05 14:00,16771,16829,16740.4,16822.6,26660.991,0.003070759,0.001889894
2023-01-05 15:00,16822.6,16872.8,16817,16836.6,23417.468,0.000832214,0.001293942
2023-01-05 16:00,16836.7,16856.8,16816,16833,8698.276,-0.00021382,0.001201488
2023-01-05 17:00,16833,16839.8,16806.7,16806.8,5674.044,-0.001556466,0.001231846
2023-01-05 18:00,16806.8,16840,16794,16837,7502.341,0.001796892,0.001298271
2023-01-05 19:00,16837,16867.8,16821,16856.4,7314.816,0.001152224,0.001286367
2023-01-05 20:00,16856.3,16863.4,16839.4,16852.8,5329.164,-0.000213569,0.001247982
2023-01-05 21:00,16852.8,16857.8,16827.6,16840,5015.939,-0.000759518,0.001261358
2023-01-05 22:00,16840,16848.6,16825.3,16829.9,2954.103,-0.000599762,0.001269057
2023-01-05 23:00,16829.9,16838.4,16810,16823.8,5780.316,-0.00036245,0.001265902
2023-01-06 0:00,16823.8,16865,16818.9,16852.1,7028.24,0.001682141,0.001314406
2023-01-06 1:00,16852.1,16854.7,16812.3,16818.1,4807.908,-0.002017553,0.001391012
