time,Open,High,Low,Close,Volume,returns,volatility
2023-01-06 2:00,16818.1,16831.2,16795.6,16828.8,6370.672,0.000636219,0.001354336
2023-01-06 3:00,16828.8,16834.2,16820,16825.1,2861.271,-0.000219861,0.001354009
2023-01-06 4:00,16825,16828,16796.3,16814.3,6217.468,-0.000641898,0.001343493
2023-01-06 5:00,16814.4,16814.4,16778.3,16801.4,6139.426,-0.000767204,0.001355677
2023-01-06 6:00,16801.3,16807.3,16773,16779.1,5909.454,-0.00132727,0.001367945
2023-01-06 7:00,16779.2,16796.5,16773.4,16785.6,5591.799,0.000387387,0.00136209
2023-01-06 8:00,16785.6,16805.3,16785.6,16792.8,4301.9,0.000428939,0.001357725
2023-01-06 9:00,16792.7,16792.8,16755,16781.2,10013.057,-0.000690772,0.001239019
2023-01-06 10:00,16781.3,16796.8,16755.3,16760.2,6194.064,-0.0012514,0.001042191
2023-01-06 11:00,16760.2,16764.1,16685.2,16731.4,23022.788,-0.001718357,0.001066891
2023-01-06 12:00,16731.5,16742.6,16712,16724.4,9061.594,-0.000418375,0.001066872
2023-01-06 13:00,16724.3,16812.6,16664.8,16766.9,49100.158,0.002541197,0.001202389
2023-01-06 14:00,16766.9,16784,16715,16742.9,19659.166,-0.001431392,0.001147197
2023-01-06 15:00,16743,16843,16743,16834.2,24472.004,0.005453058,0.00169974
2023-01-06 16:00,16834.1,16846.3,16801.6,16820.6,11461.978,-0.000807879,0.00170766
2023-01-06 17:00,16820.5,16836.8,16805,16814.9,5380.131,-0.00033887,0.001701614
2023-01-06 18:00,16815,16858.6,16814.9,16841.5,11125.211,0.00158193,0.001735672
2023-01-06 19:00,16841.6,16960,16837.7,16932.6,30019.766,0.005409257,0.002106224
2023-01-06 20:00,16932.7,17030,16881,16888.7,41959.935,-0.002592632,0.002176912
2023-01-06 21:00,16888.6,16943.4,16881.8,16922.9,11252.297,0.002025023,0.002156481
2023-01-06 22:00,16923,16958.9,16922.9,16948.8,6267.036,0.001530471,0.002172748
2023-01-06 23:00,16948.8,16974.4,16935,16943.8,8756.306,-0.000295006,0.002173863
2023-01-07 0:00,16943.9,16970,16924.8,16970,6405.583,0.001546288,0.002176176
2023-01-07 1:00,16969.9,16973.6,16935.2,16941.1,4401.729,-0.001703005,0.00221376
2023-01-07 2:00,16941.1,16947.4,16927.9,16935,3939.415,-0.000360071,0.002184028
2023-01-07 3:00,16934.9,16948.1,16929.5,16944.4,3297.321,0.000555063,0.002184037
2023-01-07 4:00,16944.3,16945,16928,16930,2526.168,-0.000849838,0.002204027
2023-01-07 5:00,16930,16933.2,16925.2,16926.9,2107.052,-0.000183107,0.002193591
2023-01-07 6:00,16926.8,16930,16915.8,16925.1,3410.9,-0.00010634,0.002161985
2023-01-07 7:00,16925.1,16940.9,16925.1,16939.8,2512.011,0.000868533,0.002099268
2023-01-07 8:00,16939.8,16946.4,16920.6,16922.2,4131.389,-0.001038973,0.002119928
2023-01-07 9:00,16922.1,16927.1,16915.3,16924.1,3136.234,0.000112279,0.002071292
2023-01-07 10:00,16924,16924.1,16905.6,16917.1,2823.815,-0.000413611,0.002034324
2023-01-07 11:00,16917.2,16920,16903,16912.3,3366.819,-0.000283737,0.001674768
2023-01-07 12:00,16912.3,16915.1,16902,16912.6,3263.207,1.77E-05,0.001657857
2023-01-07 13:00,16912.5,16931.7,16906.5,16911.9,4573.774,-4.14E-05,0.001653397
2023-01-07 14:00,16911.9,16943.2,16900.1,16931.7,5990.949,0.001170773,0.001638967
2023-01-07 15:00,16931.8,16944,16928.9,16934.5,2901.621,0.00016537,0.001106088
2023-01-07 16:00,16934.5,16934.5,16910.4,16916.4,3508.278,-0.001068824,0.000960561
2023-01-07 17:00,16916.4,16929.8,16914.1,16923.2,2068.515,0.000401977,0.000849998
2023-01-07 18:00,16923.2,16933.3,16923.2,16932.2,1931.878,0.000531814,0.000782052
2023-01-07 19:00,16932.1,16939.6,16929.6,16937.3,1851.553,0.000301201,0.000783531
2023-01-07 20:00,16937.3,16945.8,16930.1,16939.3,3573.604,0.000118083,0.000693257
2023-01-07 21:00,16939.3,16942,16929.1,16931.5,2621.893,-0.000460468,0.000588956
2023-01-07 22:00,16931.5,16932.4,16922.9,16930.4,1846.527,-6.50E-05,0.000583878
2023-01-07 23:00,16930.4,16940.4,16925.6,16936.5,1782.87,0.000360299,0.000575461
2023-01-08 0:00,16936.5,16949.3,16905,16919.4,6829.26,-0.001009654,0.000588506
2023-01-08 1:00,16919.3,16930,16908.6,16924.8,3755.241,0.00031916,0.000592384
2023-01-08 2:00,16924.9,16927.4,16912.3,16925.4,1786.53,3.55E-05,0.000591969
2023-01-08 3:00,16925.5,16939.5,16923.2,16939,2696.45,0.000803526,0.000587114
2023-01-08 4:00,16938.9,16939.4,16930,16930.8,1584.257,-0.00048409,0.000547303
2023-01-08 5:00,16930.8,16937.2,16929.3,16937.2,1450.567,0.000378009,0.000552718
2023-01-08 6:00,16937.2,16945.9,16927.5,16945.8,2074.113,0.000507758,0.000551418
2023-01-08 7:00,16945.8,16947.5,16938.1,16945.5,2888.958,-1.77E-05,0.000545232
2023-01-08 8:00,16945.5,16949.9,16933,16938.8,2905.593,-0.000395385,0.000556157
2023-01-08 9:00,16938.8,16960,16918.4,16927.4,7503.543,-0.000673011,0.000580659
2023-01-08 10:00,16927.4,16931.6,16927.2,16930.8,1912.733,0.000200858,0.000519002
2023-01-08 11:00,16930.8,16933.2,16917.8,16918.6,3208.082,-0.00072058,0.000541249
2023-01-08 12:00,16918.5,16922.5,16915.3,16915.3,3784.313,-0.000195052,0.000486955
2023-01-08 13:00,16915.4,16929.5,16912.7,16924.1,2907.513,0.000520239,0.000492816
2023-01-08 14:00,16924.1,16948,16924,16945.6,4701.892,0.001270378,0.000557917
2023-01-08 15:00,16945.7,17015.6,16931.7,16991,15661.036,0.002679162,0.000812073
2023-01-08 16:00,16990.9,17015.1,16910.2,16930.1,20311.479,-0.00358425,0.001166455
2023-01-08 17:00,16930.1,16944.2,16912.2,16919.9,5318.739,-0.000602477,0.001169663
2023-01-08 18:00,16920,16927.7,16912,16922.1,3192.365,0.000130024,0.0011702
2023-01-08 19:00,16922.1,16932.6,16915.7,16920.3,2361.461,-0.00010637,0.001166785
2023-01-08 20:00,16920.3,16974.6,16916.5,16959.4,10144.525,0.002310834,0.001255495
2023-01-08 21:00,16959.5,16983,16940,16949.2,5695.692,-0.000601436,0.001264606
2023-01-08 22:00,16949.2,16969.8,16946.1,16956.8,3861.252,0.000448399,0.001267332
2023-01-08 23:00,16956.8,17181.1,16956.8,17124.7,41181.724,0.009901632,0.002534749
2023-01-09 0:00,17124.6,17192.3,17098.2,17178.9,31702.774,0.003165019,0.002587311
2023-01-09 1:00,17178.9,17238.6,17138.6,17167,18720.147,-0.00069271,0.002606005
2023-01-09 2:00,17167,17245.1,17154.3,17182.9,26220.759,0.000926196,0.002606252
2023-01-09 3:00,17182.9,17207,17171.9,17188.1,8552.086,0.000302626,0.002602603
2023-01-09 4:00,17188.1,17239.8,17186,17216.1,12566.213,0.001629034,0.002596537
2023-01-09 5:00,17216.1,17248,17193.3,17195,9693.771,-0.001225597,0.002616075
2023-01-09 6:00,17195,17205.7,17171.7,17180.9,7630.862,-0.000820006,0.002637997
2023-01-09 7:00,17180.9,17204.5,17178.3,17189.7,5972.366,0.000512197,0.002616468
2023-01-09 8:00,17189.8,17230,17180,17182.7,8896.254,-0.000407221,0.002621134
2023-01-09 9:00,17182.7,17268,17181.1,17230.1,19360.962,0.002758589,0.002656655
2023-01-09 10:00,17230,17277.7,17227.5,17255.4,14131.052,0.001468361,0.002658477
2023-01-09 11:00,17255.4,17270.6,17230.3,17232.2,8365.844,-0.001344507,0.002669739
2023-01-09 12:00,17232.2,17246.6,17223,17242.6,7630.195,0.000603521,0.002472265
2023-01-09 13:00,17242.6,17289,17181.9,17218.6,19686.683,-0.001391901,0.002503914
2023-01-09 14:00,17218.5,17265.9,17200.1,17255.2,16101.262,0.002125608,0.002512272
2023-01-09 15:00,17255.3,17325,17220.1,17260.4,36956.508,0.000301358,0.002504652
2023-01-09 16:00,17260.4,17345.7,17259.6,17318.4,26375.457,0.003360293,0.002544272
2023-01-09 17:00,17318.5,17365,17308.1,17348.9,18454.227,0.001761133,0.002518227
2023-01-09 18:00,17348.9,17387.8,17317.6,17341.3,21930.866,-0.000438068,0.002539293
2023-01-09 19:00,17341.3,17341.3,17285.7,17285.7,10702.689,-0.003206219,0.001711351
2023-01-09 20:00,17285.6,17302.3,17171.8,17212.9,30981.954,-0.004211574,0.001885819
2023-01-09 21:00,17212.8,17238,17157,17172.5,18826.317,-0.002347077,0.001957371
2023-01-09 22:00,17172.5,17215.1,17159.9,17198,7755.894,0.001484932,0.001974927
2023-01-09 23:00,17197.9,17198,17118.3,17169.7,13062.667,-0.00164554,0.002009336
2023-01-10 0:00,17169.6,17212.6,17169.5,17211,6956.688,0.0024054,0.00205059
2023-01-10 1:00,17211,17227.7,17181.9,17187.2,6903.167,-0.001382837,0.002055779
2023-01-10 2:00,17187.1,17207.4,17140.4,17177,10034.579,-0.000593465,0.002051763
2023-01-10 3:00,17177,17200.5,17168,17199.9,3590.519,0.001333178,0.00207087
2023-01-10 4:00,17199.9,17215.6,17190.5,17215.5,4989.184,0.000906982,0.002077051
2023-01-10 5:00,17215.6,17228,17203.3,17222.4,4454.395,0.000400802,0.001982833
2023-01-10 6:00,17222.4,17225.5,17181.8,17196.8,5247.231,-0.001486436,0.00197613
2023-01-10 7:00,17196.9,17200.6,17184.4,17194.7,3563.696,-0.000122116,0.001956642
2023-01-10 8:00,17194.6,17263.4,17181.2,17250.9,15679.71,0.003268449,0.002093534
2023-01-10 9:00,17250.9,17269.9,17236,17240.1,7578.636,-0.000626054,0.002073136
2023-01-10 10:00,17240.1,17269.9,17227,17264.6,6176.028,0.001421105,0.002042022
2023-01-10 11:00,17264.6,17278,17242.9,17244.4,7609.6,-0.001170024,0.002058143
2023-01-10 12:00,17244.3,17247.5,17212,17216.1,8347.089,-0.001641112,0.001922038
2023-01-10 13:00,17216.2,17248.5,17204.4,17238.7,9912.592,0.001312725,0.001899279
2023-01-10 14:00,17238.7,17325.4,17209.5,17279.4,36759.513,0.002360967,0.001990798
2023-01-10 15:00,17279.4,17368.7,17263.3,17317.5,37784.812,0.002204938,0.001924011
2023-01-10 16:00,17317.6,17332.9,17273.3,17294.1,14757.19,-0.001351234,0.001677688
2023-01-10 17:00,17294.2,17331.8,17280,17318.5,6951.798,0.001410886,0.001580722
2023-01-10 18:00,17318.6,17438,17317.3,17427.7,33892.659,0.006305396,0.002049041
2023-01-10 19:00,17427.6,17448,17390.4,17424.1,17963.296,-0.000206568,0.001987971
2023-01-10 20:00,17424.1,17485.4,17398.3,17466.7,22713.61,0.00244489,0.001989734
2023-01-10 21:00,17466.6,17483.8,17440,17453.6,8705.394,-0.000749999,0.001959001
2023-01-10 22:00,17453.5,17453.6,17411.7,17419.9,9363.072,-0.001930834,0.002029586
2023-01-10 23:00,17419.8,17434,17393.3,17428.8,7385.913,0.00051091,0.002024498
2023-01-11 0:00,17428.8,17487.5,17420.3,17456.7,10932.71,0.001600799,0.002034814
2023-01-11 1:00,17456.7,17500,17427.6,17450.1,11184.797,-0.000378078,0.002048208
2023-01-11 2:00,17450.2,17452,17375,17380,10947.654,-0.004017169,0.002255415
2023-01-11 3:00,17380,17416.2,17360,17407.7,9326.157,0.001593786,0.002261835
2023-01-11 4:00,17407.7,17415.4,17383.7,17401.2,5213.004,-0.000373398,0.002182445
2023-01-11 5:00,17401.3,17427.9,17391,17398.7,6185.899,-0.000143668,0.002172732
2023-01-11 6:00,17398.7,17433.3,17380,17427.1,8112.456,0.001632306,0.002178155
2023-01-11 7:00,17427.1,17456,17422.3,17437.1,6399.375,0.000573819,0.002143646
2023-01-11 8:00,17437.1,17441,17399.5,17440.3,7315.346,0.000183517,0.002083102
2023-01-11 9:00,17440.4,17464,17431,17437,7792.821,-0.000189217,0.002084994
2023-01-11 10:00,17436.9,17450,17426.9,17431.7,4562.841,-0.000303951,0.002049645
2023-01-11 11:00,17431.6,17446.3,17420,17428.7,5126.86,-0.0001721,0.002010513
2023-01-11 12:00,17428.6,17428.7,17391.3,17408.7,8862.767,-0.001147533,0.002002088
2023-01-11 13:00,17408.6,17426,17375.3,17404.8,11115.628,-0.000224026,0.001989061
2023-01-11 14:00,17404.7,17427.9,17367.2,17406,15603.522,6.89E-05,0.001387857
2023-01-11 15:00,17406,17429.7,17306.4,17325.3,26930.179,-0.004636332,0.001724815
2023-01-11 16:00,17325.2,17359,17320.3,17339.9,12567.44,0.000842698,0.001625822
2023-01-11 17:00,17339.9,17384.7,17335.1,17373.3,8944.476,0.001926193,0.001700697
2023-01-11 18:00,17373.4,17550.9,17373.3,17476.5,46693.798,0.00594015,0.002140121
2023-01-11 19:00,17476.4,17545.6,17460,17540.6,18016.898,0.003667782,0.002278939
2023-01-11 20:00,17540.7,17574,17501.4,17542.5,17265.08,0.00010832,0.002259219
2023-01-11 21:00,17542.4,17561.3,17522,17547.5,8545.43,0.000285022,0.002254414
2023-01-11 22:00,17547.5,17589,17503.8,17548,19981.799,2.85E-05,0.002017533
2023-01-11 23:00,17548,18013.2,17541.4,17935.7,98650.169,0.022093686,0.005242098
2023-01-12 0:00,17935.6,18300,17902.4,18264,71791.931,0.018304276,0.00642054
2023-01-12 1:00,18263.9,18287.2,18136.7,18214.1,46199.215,-0.002732151,0.006500988
2023-01-12 2:00,18214.1,18400,18170.7,18199.5,38121.679,-0.000801577,0.006537071
2023-01-12 3:00,18199.6,18234.6,18190.4,18217.2,11683.649,0.000972554,0.006532487
2023-01-12 4:00,18217.1,18224.4,18190.9,18206.4,8716.506,-0.000592846,0.006547457
2023-01-12 5:00,18206.3,18233,18070,18080.6,20457.081,-0.006909658,0.006840885
2023-01-12 6:00,18080.6,18157.1,18079.2,18142,13171.679,0.003395905,0.006829991
2023-01-12 7:00,18142,18172.9,18110.4,18129.3,9201.858,-0.000700033,0.006839925
2023-01-12 8:00,18129.2,18145.4,18062,18145.1,11723.615,0.000871517,0.006805926
2023-01-12 9:00,18145.1,18168.7,18122.7,18159.6,10512.627,0.000799114,0.006791404
2023-01-12 10:00,18159.6,18211.5,18137.2,18179.7,13251.693,0.001106853,0.006778645
2023-01-12 11:00,18179.7,18220,18157.1,18194.5,10381.586,0.000814095,0.006596518
2023-01-12 12:00,18194.4,18277.6,18163.5,18263.3,25204.317,0.003781362,0.006591065
2023-01-12 13:00,18263.3,18377.4,17907.3,18277.6,160884.884,0.000782991,0.006602328
2023-01-12 14:00,18277.7,18348.8,17920,17989.7,97133.894,-0.015751521,0.007707202
2023-01-12 15:00,17989.7,18132.9,17981.7,18077.7,38854.384,0.004891688,0.007730343
2023-01-12 16:00,18077.6,18137.4,18045.7,18128.3,17317.695,0.002799029,0.007727576
2023-01-12 17:00,18128.4,18920,18096.4,18840,147392.412,0.039259059,0.011400629
2023-01-12 18:00,18840,19000,18607.9,18790,104483.911,-0.002653928,0.011460733
2023-01-12 19:00,18790.1,19062.5,18753.7,18877.2,59277.581,0.004640766,0.010601626
2023-01-12 20:00,18877.3,19085,18814.2,19042.2,44118.66,0.008740703,0.010058438
2023-01-12 21:00,19042.2,19120,18758.5,18823.3,52929.601,-0.01149552,0.010464339
2023-01-12 22:00,18823.4,18928,18771.7,18907.4,15879.069,0.004467867,0.010464442
2023-01-12 23:00,18907.4,18907.4,18837.3,18838,11645.233,-0.003670521,0.010538764
2023-01-13 0:00,18838.1,18881.7,18711,18769.5,23984.383,-0.003636267,0.010595869
2023-01-13 1:00,18769.5,18815.6,18745.4,18808,9573.903,0.0020512,0.010405892
2023-01-13 2:00,18807.9,18837.5,18782.7,18833.9,7502.594,0.001377074,0.010401681
2023-01-13 3:00,18833.9,18877.9,18819.4,18871.6,7391.252,0.00200171,0.01038334
2023-01-13 4:00,18871.5,18875.4,18808.1,18814.7,6733.403,-0.003015113,0.010442931
2023-01-13 5:00,18814.7,18827.2,18770.5,18780.2,9712.88,-0.001833673,0.010473617
2023-01-13 6:00,18780.2,18856,18774.4,18844,6466.662,0.003397195,0.010478931
2023-01-13 7:00,18844.1,18848.5,18779.6,18817.7,8055.615,-0.00139567,0.010502024
2023-01-13 8:00,18817.7,18854.2,18803.9,18834.8,7298.542,0.000908719,0.010492231
2023-01-13 9:00,18834.8,18927.9,18834,18901.2,19108.437,0.003525389,0.010499002
2023-01-13 10:00,18901.2,19050,18851.1,19036.1,47521.123,0.007137113,0.009711013
